"book","lesson","audio_1","text_4","text_2","text_3","text_1"
"2","11","2381B2L11P1S23.mp3","還要注意什麼呢？","What else do I need to take note of?","Hái yào zhùyì shénme ne？","還要注意什麼呢？"
"2","11","2382B2L11P1S24.mp3","我上一次去的時候，把錢包和衣服放在沙灘上，","Last time I went, I left my purse and clothes on the beach.","Wǒ shàng yí cì qù de shíhòu，bǎ qiánbāo hàn yīfú fàng zài shātān shàng，","我上一次去的時候，把錢包和衣服放在沙灘上，"
"2","11","2383B2L11P1S25.mp3","沒想到錢包不見了，大概被偷了。","Little did I realize that my purse would disappear. It was probably stolen.","méi xiǎngdào qiánbāo bújiàn le，dàgài bèi tōu le.","沒想到錢包不見了，大概被偷了。"
"2","11","2384B2L11P1S26.mp3","雖然台灣很安全，但是還是要小心一點啊！","Taiwan is safe, but you still have to be careful.","Suīrán Táiwān hěn ānquán，dànshì hái shì yào xiǎoxīn yìdiǎn a！","雖然台灣很安全，但是還是要小心一點啊！"
"2","11","2385B2L11P1S27.mp3","除了這件事，墾丁真的很值得去。","Other than that, Kenting really is worth going to.","Chú le zhè jiàn shì，Kěndīng zhēnde hěn zhíde qù.","除了這件事，墾丁真的很值得去。"
"2","11","2386B2L11P2S1.mp3","馬丁利用學期假到台灣中南部去玩了一趟。","Martin took advantage of the semester break to take a trip to central and southern Taiwan.","Mǎdīng lìyòng xuéqíjià dào Táiwān zhōngnánbù qù wán le yí tàng.","馬丁利用學期假到台灣中南部去玩了一趟。"
"2","11","2387B2L11P2S2.mp3","他先到南部的墾丁去住了三天，","He first went to Kenting in the south where he stayed for three days,","Tā xiān dào nánbù de Kěndīng qù zhù le sān tiān，","他先到南部的墾丁去住了三天，"
"2","11","2388B2L11P2S3.mp3","然後又到台中玩了兩天，玩得開心極了。","then to Taichung for two days. He had a proper good time!","ránhòu yòu dào Táizhōng wán le liǎng tiān，wán de kāixīn jí le.","然後又到台中玩了兩天，玩得開心極了。"
"2","11","2389B2L11P2S4.mp3","去旅行以前，馬丁把網路上的各種資料都看了一遍。","Before going on the trip, Martin read all sorts of information online.","Qù lǚxíng yǐqián，Mǎdīng bǎ wǎnglù shàng de gèzhǒng zīliào dōu kàn le yí biàn.","去旅行以前，馬丁把網路上的各種資料都看了一遍。"
"2","11","2390B2L11P2S5.mp3","因為夏天觀光客多，很難訂到房間，","Since it was summer, there were a lot of tourists, so it was hard to book a room.","Yīnwèi xiàtiān guānguāngkè duō，hěn nán dìng dào fángjiān，","因為夏天觀光客多，很難訂到房間，"
"2","11","2391B2L11P2S6.mp3","他就先訂了一家在網路上很多人都說不錯的民宿。","He booked a B&B that many people online said was OK.","tā jiù xiān dìng le yì jiā zài wǎnglù shàng hěnduō rén dōu shuō bú cuò de mínsù.","他就先訂了一家在網路上很多人都說不錯的民宿。"
"2","11","2392B2L11P2S7.mp3","沒想到民宿就在海邊，風景比網站上的照片更漂亮，","He had no idea that the B&B was right on the ocean. The scenery was more beautiful than the photos on the website.","Méi xiǎngdào mínsù jiù zài hǎibiān，fēngjǐng bǐ wǎngzhàn shàng de zhàopiàn gèng piàoliàng，","沒想到民宿就在海邊，風景比網站上的照片更漂亮，"
"2","11","2393B2L11P2S8.mp3","他覺得自己的運氣太好了。","He felt his luck was really good.","tā juéde zìjǐ de yùnqì tài hǎo le.","他覺得自己的運氣太好了。"
"2","11","2394B2L11P2S9.mp3","馬丁一到墾丁，就租了摩托車到處逛逛。","As soon as Martin arrived in Kenting, he rented a motorcycle to look around.","Mǎdīng yí dào Kěndīng，jiù zū le mótuōchē dàochù guàngguàng.","馬丁一到墾丁，就租了摩托車到處逛逛。"
"2","11","2395B2L11P2S10.mp3","墾丁除了漂亮的海邊，還有很多熱帶植物。","In addition to a beautiful coast, Kenting has many tropical plants.","Kěndīng chú le piàoliàng de hǎibiān，hái yǒu hěnduō rèdài zhíwù.","墾丁除了漂亮的海邊，還有很多熱帶植物。"
"2","11","2396B2L11P2S11.mp3","他第一天就把所有的地方都逛了一遍。","On the first day, he checked out all the places.","Tā dì yī tiān jiù bǎ suǒyǒu de dìfāng dōu guàng le yí biàn.","他第一天就把所有的地方都逛了一遍。"
"2","11","2397B2L11P2S12.mp3","第二天白天，馬丁去海邊游泳，游累了，就躺在沙灘上曬太陽。","On the second day during the day, he went to the seaside to swim. After he was tired form swimming, he lay down on the beach and sunbathed.","Dì èr tiān báitiān，Mǎdīng qù hǎibiān yóuyǒng，yóu lèi le，jiù tǎng zài shātān shàng shài tàiyáng.","第二天白天，馬丁去海邊游泳，游累了，就躺在沙灘上曬太陽。"
"2","11","2398B2L11P2S13.mp3","因為看見很多人在騎水上摩托車，他也試了試。","He saw a lot of people riding jet skis, so he also tried one out.","Yīnwèi kànjiàn hěnduō rén zài qí shuǐshàng mótuōchē，tā yě shì le shì.","因為看見很多人在騎水上摩托車，他也試了試。"
"2","11","2399B2L11P2S14.mp3","黃昏，馬丁逛到墾丁最熱鬧的那條街，","At dusk, Martin strolled to the busiest street in Kenting","Huánghūn，Mǎdīng guàng dào Kěndīng zuì rènào de nà tiáo jiē，","黃昏，馬丁逛到墾丁最熱鬧的那條街，"
"2","11","2400B2L11P2S15.mp3","看見賣各國食物的餐廳，他選了一家走進去。","where he saw many restaurants selling cuisines from various countries. He picked one and went inside.","kànjiàn mài gèguó shíwù de cāntīng，tā xuǎn le yì jiā zǒu jìnqù.","看見賣各國食物的餐廳，他選了一家走進去。"
"2","11","2401B2L11P2S16.mp3","在餐廳裡，馬丁聽著音樂、喝著啤酒，跟別的觀光客聊聊天，","Inside the restaurant, Martin listened to music, drank beer, and chatted with other tourists.","Zài cāntīng lǐ，Mǎdīng tīngzhe yīnyuè，hēzhe píjiǔ，gēn biéde guānguāngkè liáoliáo tiān，","在餐廳裡，馬丁聽著音樂、喝著啤酒，跟別的觀光客聊聊天，"
"2","11","2402B2L11P2S17.mp3","他愛上了這種輕鬆又浪漫的氣氛，好像回到了自己的家鄉。","He fell in love with the relaxed and romantic atmosphere. It was like he had returned to his hometown.","tā ài shàng le zhè zhǒng qīngsōng yòu làngmàn de qìfēn，hǎoxiàng huí dào le zìjǐ de jiāxiāng.","他愛上了這種輕鬆又浪漫的氣氛，好像回到了自己的家鄉。"
"2","11","2403B2L11P2S18.mp3","馬丁覺得這一趟旅行真是太值得了。","Martin felt this trip was more than worth it.","Mǎdīng juéde zhè yí tàng lǚxíng zhēnshì tài zhíde le.","馬丁覺得這一趟旅行真是太值得了。"
"2","12","2404B2L12P1S1.mp3","我正在等白如玉，我們要去吃飯，你想跟我們一起去嗎？","I am waiting for Bai Ruyu. We're going to go eat. Would you like to join us?","Wǒ zhèngzài děng Bái Rúyù，wǒmen yào qù chīfàn，nǐ xiǎng gēn wǒmen yìqǐ qù ma？","我正在等白如玉，我們要去吃飯，你想跟我們一起去嗎？"
"2","12","2405B2L12P1S2.mp3","好啊！你們要去吃什麼？","Sure! What are you going to eat?","Hǎo a！ Nǐmen yào qù chī shénme？","好啊！你們要去吃什麼？"
"2","12","2406B2L12P1S3.mp3","我們打算去學校對面一家新開的素食餐廳。","We are planning to go to a new vegetarian restaurant across the street from the school.","Wǒmen dǎsuàn qù xuéxiào duìmiàn yì jiā xīn kāi de sùshí cāntīng.","我們打算去學校對面一家新開的素食餐廳。"
"2","12","2407B2L12P1S4.mp3","速食？學校對面有「麥當勞」？我怎麼沒注意到？","Fast food? There's a McDonald's across the street from school? How come I never noticed?","Sùshí？Xuéxiào duìmiàn yǒu 「màidāngláo」？ Wǒ zěnme méi zhùyì dào？","速食？學校對面有「麥當勞」？我怎麼沒注意到？"
"2","12","2408B2L12P1S5.mp3","你想錯了，不是麥當勞那種速食店，是不吃肉的素食餐廳。","You're mistaken. Not fast food like McDonald's. It's a vegetarian. The kind that doesn't have any meat dishes.","Nǐ xiǎng cuò le，búshì màidāngláo nà zhǒng sùshí diàn，shì bù chī ròu de sùshí cāntīng.","你想錯了，不是麥當勞那種速食店，是不吃肉的素食餐廳。"
"2","12","2409B2L12P1S6.mp3","新開的餐廳我都想去嚐一嚐，好，我跟妳們一起去。","I like to try out all new restaurants. Sure, I'll go with you two.","Xīn kāi de cāntīng wǒ dōu xiǎng qù cháng yì cháng，hǎo，wǒ gēn nǐmen yìqǐ qù.","新開的餐廳我都想去嚐一嚐，好，我跟妳們一起去。"
"2","12","2410B2L12P1S7.mp3","欸！馬丁，好久不見！月美，對不起，讓妳等了這麼久。","Hey? Martin, long time no see! Yuemei, sorry to keep you waiting so long.","Èi！ Mǎdīng，hǎojiǔ bújiàn！ Yuèměi，duìbùqǐ，ràng nǐ děng le zhème jiǔ.","欸！馬丁，好久不見！月美，對不起，讓妳等了這麼久。"
"2","12","2411B2L12P1S8.mp3","沒關係，我也剛下課。馬丁也跟我們去吃飯。","That's all right. I just got out of class also. Martin is going to join us for lunch.","Méi guānxi，wǒ yě gāng xiàkè. Mǎdīng yě gēn wǒmen qù chīfàn.","沒關係，我也剛下課。馬丁也跟我們去吃飯。"
"2","12","2412B2L12P1S9.mp3","馬丁，你拿了這麼多菜，我沒想到你也喜歡吃素。","Martin, you got so much food. I didn't know you like to eat vegetarian, also.","Mǎdīng，nǐ ná le zhème duō cài，wǒ méi xiǎngdào nǐ yě xǐhuān chīsù.","馬丁，你拿了這麼多菜，我沒想到你也喜歡吃素。"
"2","12","2413B2L12P1S10.mp3","我是到了台灣以後才覺得吃素不錯，","It was only after I arrived in Taiwan that I found that eating vegetarian food is all right.","Wǒ shì dào le Táiwān yǐhòu cái juéde chīsù búcuò，","我是到了台灣以後才覺得吃素不錯，"
"2","12","2414B2L12P1S11.mp3","我以前吃漢堡的機會比較多。","In the past, I had more opportunities to eat hamburgers.","wǒ yǐqián chī hànbǎo de jīhuì bǐjiào duō.","我以前吃漢堡的機會比較多。"
"2","12","2415B2L12P1S12.mp3","漢堡吃多了對健康不好，而且容易讓你變胖。","Eating too many hamburgers is not good for you and it can make you get fat easily.","Hànbǎo chī duō le duì jiànkāng bù hǎo，érqiě róngyì ràng nǐ biàn pàng.","漢堡吃多了對健康不好，而且容易讓你變胖。"
"2","12","2416B2L12P1S13.mp3","我在越南就常常吃素。","I eat vegetarian food a lot in Vietnam.","Wǒ zài Yuènán jiù chángcháng chīsù.","我在越南就常常吃素。"
"2","12","2417B2L12P1S14.mp3","還有，這家餐廳的素菜看起來不油膩，好像每一樣都值得試試。","Also, the food here doesn't look oily. Everything looks worth trying, i.e., so tempting.","Hái yǒu，zhè jiā cāntīng de sùcài kàn qǐlái bù yóunì，hǎoxiàng měi yíyàng dōu zhíde shìshì.","還有，這家餐廳的素菜看起來不油膩，好像每一樣都值得試試。"
"2","12","2418B2L12P1S15.mp3","我很好奇台灣女孩是不是都喜歡吃青菜？","I'm curious, do all Taiwanese girls like to eat vegetables.","Wǒ hěn hàoqí Táiwān nǚhái shì bú shì dōu xǐhuān chī qīngcài？","我很好奇台灣女孩是不是都喜歡吃青菜？"
"2","12","2419B2L12P1S16.mp3","她們看起來個個都很瘦。","Each of them looks very thin.","tāmen kàn qǐlái gègè dōu hěn shòu.","她們看起來個個都很瘦。"
"2","12","2420B2L12P1S17.mp3","這也不一定，我室友吃素，但是有一點胖。","Not necessarily. My roommate is a vegetarian, but also a little heavy.","Zhè yě bù yídìng，wǒ shìyǒu chīsù，dànshì yǒu yìdiǎn pàng.","這也不一定，我室友吃素，但是有一點胖。"
"2","12","2421B2L12P1S18.mp3","如玉，我記得妳男朋友不吃肉，對不對？","Ruyu, I recall that your boyfriend doesn't eat meat, right?","Rúyù，wǒ jìde nǐ nánpéngyǒu bù chī ròu，duì bú duì？","如玉，我記得妳男朋友不吃肉，對不對？"
"2","12","2422B2L12P1S19.mp3","對，牛肉、豬肉，他不常吃，他只吃魚。","Right, he doesn't eat beef or pork often. He only eats fish.","Duì，niúròu，zhūròu，tā bù cháng chī，tā zhǐ chī yú.","對，牛肉、豬肉，他不常吃，他只吃魚。"
"2","12","2423B2L12P1S20.mp3","我聽說西方一些吃素的人跟我們不太一樣，","I hear that in the West, some vegetarians are a bit different form us.","Wǒ tīngshuō xīfāng yìxiē chīsù de rén gēn wǒmen bú tài yíyàng，","我聽說西方一些吃素的人跟我們不太一樣，"
"2","12","2424B2L12P1S21.mp3","我們是完全不吃肉的。","We eat no meat at all.","wǒmen shì wánquán bù chī ròu de.","我們是完全不吃肉的。"
"2","12","2425B2L12P1S22.mp3","我覺得吃素應該是為了健康。","I feel that eating vegetarian food should be done for your health.","Wǒ juéde chīsù yīnggāi shì wèi le jiànkāng.","我覺得吃素應該是為了健康。"
"2","12","2426B2L12P1S23.mp3","菜的味道不要太鹹，不要常吃炸的、烤的東西，就比較健康。","It's healthier if your food is not too salty and don't frequently eat things that are deep fried or grilled.","Cài de wèidào bú yào tài xián，bú yào cháng chī zhá de，kǎo de dōngxi，jiù bǐjiào jiànkāng.","菜的味道不要太鹹，不要常吃炸的、烤的東西，就比較健康。"
"2","12","2427B2L12P1S24.mp3","下次有機會，請你們吃我做的越南素食。","Next time when we have the opportunity, I'll treat you some Vietnamese vegetarian food mode by me.","Xià cì yǒu jīhuì，qǐng nǐmen chī wǒ zuò de Yuènán sùshí.","下次有機會，請你們吃我做的越南素食。"
"2","12","2428B2L12P1S25.mp3","我也可以做一些青菜沙拉請大家吃。","I can make a vegetable salad for everybody.","Wǒ yě kěyǐ zuò yìxiē qīngcài shālā qǐng dàjiā chī.","我也可以做一些青菜沙拉請大家吃。"
"2","12","2429B2L12P1S26.mp3","真的？太好了，我希望多吃素，瘦一點，讓自己更健康。","Really? That would be great. I want to eat more vegetarian food, lose some weight, and be healthier.","Zhēnde？ Tài hǎo le，wǒ xīwàng duō chīsù，shòu yìdiǎn，ràng zìjǐ gèng jiànkāng.","真的？太好了，我希望多吃素，瘦一點，讓自己更健康。"
"2","12","2430B2L12P1S27.mp3","快一點吃吧！我跟月美等一下還要準備下午的考試。","Hurry up and eat. In a bit, Yuemei and I have an exam to prepare for this afternoon.","Kuài yìdiǎn chī ba！ Wǒ gēn Yuèměi děng yíxià hái yào zhǔnbèi xiàwǔ de kǎoshì.","快一點吃吧！我跟月美等一下還要準備下午的考試。"
"2","12","2431B2L12P2S1.mp3","白如玉、馬丁和陳月美一起到一家素食餐廳吃午餐，","Bai Ruyu, Martin, and Chen Yuemei had lunch at a vegetarian restaurant.","Bái Rúyù，Mǎdīng hàn Chén Yuèměi yìqǐ dào yì jiā sùshí cāntīng chī wǔcān，","白如玉、馬丁和陳月美一起到一家素食餐廳吃午餐，"
"2","12","2432B2L12P2S2.mp3","他們聊起吃素的經驗。","They talked about their experiences with eating vegetarian food.","tāmen liáo qǐ chīsù de jīngyàn.","他們聊起吃素的經驗。"
"2","12","2433B2L12P2S3.mp3","他們注意到只要在學校附近就找得到素食餐廳，","They noticed that near schools, you can always find vegetarian restaurants.","Tāmen zhùyì dào zhǐyào zài xuéxiào fùjìn jiù zhǎo de dào sùshí cāntīng，","他們注意到只要在學校附近就找得到素食餐廳，"
"2","12","2434B2L12P2S4.mp3","他們也覺得很多台灣人都不討厭吃素，但是不一定餐餐都吃素；","They think that Taiwanese like to eat vegetarian food, but don't necessarily have it every meal.","tāmen yě juéde hěnduō Táiwān rén dōu bù tǎoyàn chīsù，dànshì bù yídìng cān cān dōu chīsù;","他們也覺得很多台灣人都不討厭吃素，但是不一定餐餐都吃素；"
"2","12","2435B2L12P2S5.mp3","還有，很多台灣人吃素是因為宗教的關係。","Also, many Taiwanese eat vegetarian food because of religious reasons.","hái yǒu，hěnduō Táiwān rén chīsù shì yīnwèi zōngjiào de guānxì.","還有，很多台灣人吃素是因為宗教的關係。"
"2","12","2436B2L12P2S6.mp3","白如玉說她吃素跟宗教沒有關係，只是覺得吃太多肉容易變胖。","Bai Ruyu said her eating vegetarian food has nothing to do with religion. She just thinks that eating too much meat makes you fat.","Bái Rúyù shuō tā chīsù gēn zōngjiào méi yǒuguānxi，zhǐshì juéde chī tài duō ròu róngyì biàn pàng.","白如玉說她吃素跟宗教沒有關係，只是覺得吃太多肉容易變胖。"
"2","12","2437B2L12P2S7.mp3","她建議馬丁應該少吃一點漢堡、薯條什麼的，","She suggested that Martin eat fewer things like hamburgers and fries,","Tā jiànyì Mǎdīng yīnggāi shǎo chī yìdiǎn hànbǎo，shǔtiáo shénmede，","她建議馬丁應該少吃一點漢堡、薯條什麼的，"
"2","12","2438B2L12P2S8.mp3","多吃青菜，可以讓身體更健康。","and more greens, as that is much healthier.","duō chī qīngcài，kěyǐ ràng shēntǐ gèng jiànkāng.","多吃青菜，可以讓身體更健康。"
"2","12","2439B2L12P2S9.mp3","陳月美也同意，最好不要常吃炸的、烤的食物，","Chen Yuemei agreed with Ruyu, saying that it is best not to eat deep fried or grilled food too often.","Chén Yuèměi yě tóngyì，zuì hǎo bú yào cháng chī zhá de，kǎo de shíwù，","陳月美也同意，最好不要常吃炸的、烤的食物，"
"2","12","2440B2L12P2S10.mp3","菜的作法越簡單越好，煮的或是蒸的東西，都不太油膩。","The simpler the method used to make a dish, the healthier it is. Things that are boiled or steamed aren't too oily.","cài de zuòfǎ yuè jiǎndān yuè hǎo，zhǔ de huò shì zhēng de dōngxi，dōu bú tài yóunì.","菜的作法越簡單越好，煮的或是蒸的東西，都不太油膩。"
"2","12","2441B2L12P2S11.mp3","陳月美還說，在她家附近有一家賣有機食品的店，","Chen Yuemei added that there is a store that sells organic food near her house.","Chén Yuèměi hái shuō，zài tā jiā fùjìn yǒu yì jiā mài yǒujī shípǐn de diàn，","陳月美還說，在她家附近有一家賣有機食品的店，"
"2","12","2442B2L12P2S12.mp3","天天都有很多人去買他們的食品，好像人人都很注意身體健康。","Every day, a lot of people go there to buy food. It seems like people are watching out for their health.","tiāntiān dōu yǒu hěnduō rén qù mǎi tāmen de shípǐn，hǎoxiàng rénrén dōu hěn zhùyì shēntǐ jiànkāng.","天天都有很多人去買他們的食品，好像人人都很注意身體健康。"
"2","12","2443B2L12P2S13.mp3","他們覺得，這大概是因為地球的環境汙染越來越嚴重，","They feel that this is probably because world environmental pollution is increasing seriously","Tāmen juéde，zhè dàgài shì yīnwèi dìqiú de huánjìng wūrǎn yuè lái yuè yánzhòng，","他們覺得，這大概是因為地球的環境汙染越來越嚴重，"
"2","12","2444B2L12P2S14.mp3","不少人吃了有問題的食物就生病了，","and many people are getting sick from the problem food, i.e., food with problems, they eat,","bù shǎo rén chī le yǒu wèntí de shíwù jiù shēngbìng le，","不少人吃了有問題的食物就生病了，"
"2","12","2445B2L12P2S15.mp3","所以才慢慢開始注意食品的衛生和營養問題。","so they are slowly beginning to pay attention to the issues of food hygiene and nutrition.","suǒyǐ cái mànmàn kāishǐ zhùyì shípǐn de wèishēng hàn yíngyǎng wèntí.","所以才慢慢開始注意食品的衛生和營養問題。"
"2","12","2446B2L12P2S16.mp3","馬丁聽了以後說，","After hearing this, Martin said","Mǎdīng tīng le yǐhòu shuō，","馬丁聽了以後說，"
"2","12","2447B2L12P2S17.mp3","他可以趁在台灣的機會，多吃吃素食，讓自己瘦下來。","he could take advantage of the opportunity ob being in Taiwan, i.e., of his time in Taiwan, to eat more vegetarian food to lose weight.","tā kěyǐ chèn zài Táiwān de jīhuì，duō chīchī sùshí，ràng zìjǐ shòu xiàlái.","他可以趁在台灣的機會，多吃吃素食，讓自己瘦下來。"
"2","13","2448B2L13P1S1.mp3","怎麼了？在找什麼？","What is it? What are you looking for?","zěnme le？ zài zhǎo shénme？","怎麼了？在找什麼？"
"2","13","2449B2L13P1S2.mp3","找我的手機，我怎麼找都找不到。","I am looking for my cell phone. I can't find it anywhere.","Zhǎo wǒ de shǒujī，wǒ zěnme zhǎo dōu zhǎo bú dào.","找我的手機，我怎麼找都找不到。"
"2","13","2450B2L13P1S3.mp3","我早上還看到你在餐廳低頭玩手機，你是不是在餐廳掉的？","I saw you this morning in the restaurant with your head down playing on it. Did you lose it there?","Wǒ zǎoshàng hái kàn dào nǐ zài cāntīng dītóu wán shǒujī，nǐ shì bú shì zài cāntīng diào de？","我早上還看到你在餐廳低頭玩手機，你是不是在餐廳掉的？"
"2","13","2451B2L13P1S4.mp3","不是，我離開餐廳後，還給義大利朋友傳過簡訊。","No. After I left the restaurant, I texted my Italian friend.","Búshì，wǒ líkāi cāntīng hòu，hái gěi Yìdàlì péngyǒu chuán guò jiǎnxùn.","不是，我離開餐廳後，還給義大利朋友傳過簡訊。"
"2","13","2452B2L13P1S5.mp3","是不是被誰拿走了？","Maybe someone took it, i.e., walked off with it.","Shì bú shì bèi shéi ná zǒu le？","是不是被誰拿走了？"
"2","13","2453B2L13P1S6.mp3","要是有人撿到了，看見你的手機那麼新，功能又好，","If someone picked it up and noticed that your phone is so new, i.e., how new your phone is, and has lot of functions,","yàoshì yǒurén jiǎn dào le，kànjiàn nǐ de shǒujī nàme xīn，gōngnéng yòu hǎo，","要是有人撿到了，看見你的手機那麼新，功能又好，"
"2","13","2454B2L13P1S7.mp3","就留下自己用了。","he might keep it and use it himself.","jiù liú xià zìjǐ yòng le.","就留下自己用了。"
"2","13","2455B2L13P1S8.mp3","我就怕是這樣，這已經是我掉的第三支手機了。","That is what I'm afraid of. This is already the third cell phone I've lost.","Wǒ jiù pà shì zhèyàng，zhè yǐjīng shì wǒ diào de dì sān zhī shǒujī le.","我就怕是這樣，這已經是我掉的第三支手機了。"
"2","13","2456B2L13P1S9.mp3","你的手機是你女朋友送的禮物？這樣會讓她生氣吧！","Your phone was a gift from your girlfriend, wasn't it? I gather this will make her angry.","Nǐ de shǒujī shì nǐ nǚpéngyǒu sòng de lǐwù？ Zhèyàng huì ràng tā shēngqì ba！","你的手機是你女朋友送的禮物？這樣會讓她生氣吧！"
"2","13","2457B2L13P1S10.mp3","是啊！她還叫我別再掉手機了。要是被她知道了，一定會罵我的。","Yeah. She even told me not to lose any more cell phones. If she finds out, she'll be sure to scold me.","Shì a！ Tā hái jiào wǒ bié zài diào shǒujī le. Yàoshì bèi tā zhīdào le，yídìng huì mà wǒ de.","是啊！她還叫我別再掉手機了。要是被她知道了，一定會罵我的。"
"2","13","2458B2L13P1S11.mp3","你是什麼時候發現手機不見的？","When did you discover the cell phone was gone?","Nǐ shì shénme shíhòu fāxiàn shǒujī bújiàn de？","你是什麼時候發現手機不見的？"
"2","13","2459B2L13P1S12.mp3","我剛剛想上網，才發現不見的。","I was thinking about going online just now and noticed it gone. (i.e., I didn't discover it was gone until I wanted to go online just now.)","Wǒ gānggāng xiǎng shàngwǎng，cái fāxiàn bújiàn de.","我剛剛想上網，才發現不見的。"
"2","13","2460B2L13P1S13.mp3","你傳完簡訊後，還去了什麼地方？","After you sent the text message, where else did you go?","Nǐ chuán wán jiǎnxùn hòu，hái qù le shénme dìfāng？","你傳完簡訊後，還去了什麼地方？"
"2","13","2461B2L13P1S14.mp3","我先去健身房做運動，然後去圖書館做功課。","I went to the gym to workout, then I went to the library to do my homework.","Wǒ xiān qù jiànshēnfáng zuò yùndòng，ránhòu qù túshūguǎn zuò gōngkè.","我先去健身房做運動，然後去圖書館做功課。"
"2","13","2462B2L13P1S15.mp3","你去圖書館找過了嗎？","Did you look in the library?","Nǐ qù túshūguǎn zhǎo guò le ma？","你去圖書館找過了嗎？"
"2","13","2463B2L13P1S16.mp3","到處都找過了，還是找不到。怎麼辦？","I've looked everywhere, but I can't find it. What am I going to do?","Dàochù dōu zhǎo guò le，hái shì zhǎo bú dào. Zěnme bàn？","到處都找過了，還是找不到。怎麼辦？"
"2","13","2464B2L13P1S17.mp3","我女朋友不會讓我再買新手機的。","My girlfriend won't let me buy a new cell phone.","Wǒ nǚpéngyǒu bú huì ràng wǒ zài mǎi xīn shǒujī de.","我女朋友不會讓我再買新手機的。"
"2","13","2465B2L13P1S18.mp3","那健身房呢？","And the gym?","Nà jiànshēnfáng ne？","那健身房呢？"
"2","13","2466B2L13P1S19.mp3","我在健身房沒用手機。啊！我想起來了！","I didn't use the phone in the gym. Ah! I remember!","Wǒ zài jiànshēnfáng méi yòng shǒujī. A！ Wǒ xiǎng qǐlái le！","我在健身房沒用手機。啊！我想起來了！"
"2","13","2467B2L13P1S20.mp3","想起來啦？放在什麼地方了？","You remember? Where did you leave it?","Xiǎng qǐlái la？ fàng zài shénme dìfāng le？","想起來啦？放在什麼地方了？"
"2","13","2468B2L13P1S21.mp3","剛剛我在查回國的班機資料，正要訂位的時候，手機沒電了。","Earlier, I was looking up information on flights home, and when I was about to make a reservation, my cell phone was out of power.","Gānggāng wǒ zài chá huíguó de bānjī zīliào，zhèngyào dìngwèi de shíhòu，shǒujī méi diàn le.","剛剛我在查回國的班機資料，正要訂位的時候，手機沒電了。"
"2","13","2469B2L13P1S22.mp3","所以我去健身房的時候，放在那裡充電。","So when I went to the gym I left it there charging.","suǒyǐ wǒ qù jiànshēnfáng de shíhòu，fàng zài nàlǐ chōngdiàn.","所以我去健身房的時候，放在那裡充電。"
"2","13","2470B2L13P1S23.mp3","你怎麼這麼糊塗，趕快回去拿吧！","How can you be so muddle-headed? Hurry up and go back to get it!","Nǐ zěnme zhème hútú，gǎnkuài huíqù ná ba！","你怎麼這麼糊塗，趕快回去拿吧！"
"2","13","2471B2L13P1S24.mp3","那我先走了！妳別告訴我女朋友喔！","Okay, I'm off! Don't tell my girlfriend!","Nà wǒ xiān zǒu le！ Nǐ bié gàosù wǒ nǚpéngyǒu ō！","那我先走了！妳別告訴我女朋友喔！"
"2","13","2472B2L13P2S1.mp3","現代人的生活已經離不開網路了，","Modern day people cannot do without the internet. ","Xiàndài rén de shēnghuó yǐjīng lì bù kāi wǎnglù le，","現代人的生活已經離不開網路了，"
"2","13","2473B2L13P2S2.mp3","生活裡有很多事，比方說買東西、查資料、下載音樂，只要上網，就能做到。","There are many things in life, for example, buying things, looking up information, and downloading music, that we are able to do if we go online.","shēnghuó li yǒu hěnduō shì，bǐfāng shuō mǎi dōngxi，chá zīliào，xiàzài yīnyuè，zhǐyào shàngwǎng，jiù néng zuòdào.","生活裡有很多事，比方說買東西、查資料、下載音樂，只要上網，就能做到。"
"2","13","2474B2L13P2S3.mp3","住在不同國家的人，也能天天用網路聊天。","People living in different countries can talk to each other every day using the internet.","Zhù zài bùtóng guójiā de rén，yě néng tiāntiān yòng wǎnglù liáotiān.","住在不同國家的人，也能天天用網路聊天。"
"2","13","2475B2L13P2S4.mp3","要是哪裡發生了事情，這些消息，都能透過網路，","If something happens anywhere, the news can be sent immediately everywhere in the world through the internet,","Yàoshì nǎlǐ fā shēng le shìqíng，zhèxiē xiāoxí，dōu néng tòuguò wǎnglù，","要是哪裡發生了事情，這些消息，都能透過網路，"
"2","13","2476B2L13P2S5.mp3","馬上傳到世界每一個地方，讓大家知道第一手資料。","allowing everyone to know the information first hand.","mǎshàng chuán dào shìjiè měi yí ge dìfāng，ràng dàjiā zhīdào dìyīshǒu zīliào.","馬上傳到世界每一個地方，讓大家知道第一手資料。"
"2","13","2477B2L13P2S6.mp3","網路替我們節省了時間，還把世界變小了。","The internet saves us time and has made the world smaller.","Wǎnglù tì wǒmen jiéshěng le shíjiān，hái bǎ shìjiè biàn xiǎo le.","網路替我們節省了時間，還把世界變小了。"
"2","13","2478B2L13P2S7.mp3","雖然網路讓我們的生活變得更便利，但是也有一些問題。","Although the internet makes our lives more convenient, there are some problems.","Suīrán wǎnglù ràng wǒmen de shēnghuó biàn de gèng biànlì，dànshì yě yǒu yìxiē wèntí.","雖然網路讓我們的生活變得更便利，但是也有一些問題。"
"2","13","2479B2L13P2S8.mp3","很多人每天早上才起床，就急著上網。","A lot of people are in a hurry to get online first thing after they get up every morning,","Hěnduō rén měitiān zǎoshàng cái qǐchuáng，jiù jízhe shàngwǎng.","很多人每天早上才起床，就急著上網。"
